appid,name,sim_tags,sim_about,tags,movies,positive,negative,total_reviews,rating_ratio,about_the_game
1868240,Ink Bunny,0.30488501194390877,0.4465131201130189,"Casual,Puzzle,2D,Anime,FPS,Cute,Relaxing,Indie,Romance,Sexual Content,Linear,Singleplayer",,31,2,33,0.9393939393939394,Put all the parts of the picture together to unlock a new girl. Collect all the hand-drawn ink bunnies!
283840,ALLTYNEX Second,0.458746609653748,0.6921924709316226,"Action,Indie,Shoot 'Em Up,Great Soundtrack,2.5D,Shooter,Bullet Hell,Singleplayer",,130,20,150,0.8666666666666667,"The year is 2192AD. 40 years ago, the Stellar-class All-purpose Administrative Computer ALLTYNEX suddenly attempted to enact genocide upon mankind. Commandeering armies of unmanned weapons, ALLTYNEX enacted a massacre so terrible that within only 72 hours of the start of the incident, approximately 85% of the world's population had perished. A small number of people narrowly managed to escape beyond the solar system, but their population steadily declined in the face of brutally harsh living conditions. Now, gambling everything, the remaining survivors rally to begin their first and final attempt to reclaim the Earth. Fight your way through the drone armies and Guardian Soldiers to end the Era of A.I. Dominance! 5 stages of carefully crafted 2.5D vertical scrolling shooting action! Powerful Blade melee mechanic: get up close and personal for maximum destruction! Target enemies from afar with Homing Lasers or lance through enemies and bullets alike with the powerful Buster Rifle! Advanced combo system: smart play and switching between melee and fighter modes is rewarded! Tutorial, Practice and Replay (featuring normal and cinematic views) modes!"
1384960,Unit 404,0.4353816820799311,0.4894025236065118,"Sokoban,Puzzle-Platformer,Puzzle,2D,2D Platformer,Logic,Singleplayer,Platformer,Indie,Casual,Atmospheric,Cute,Adventure,Pixel Graphics,Difficult,Hand-drawn,Programming",,38,4,42,0.9047619047619048,'Unit 404' is a sci-fi puzzle platformer game. Find a way out of the abandoned sci-fi complex through solving various puzzles. The game has more than 70 handcrafted levels with various game mechanics and visual themes. The difficulty keeps growing as you progress through the game.
2906530,Cozy Merge,0.3065505371827277,0.567021874637949,"Puzzle,Relaxing,Cute,Arcade,2D,Singleplayer,Score Attack,Inventory Management,Simulation,Experimental,Atmospheric,Controller,Physics,Difficult,Casual,Colorful,Wholesome,Surreal,Family Friendly,Point & Click",,152,7,159,0.9559748427672956,"Welcome to Cozy Merge! Welcome to Cozy Merge, a delightful and relaxing puzzle game set in a warm and inviting atmosphere. Inspired by the popular Japanese game Suika, Cozy Merge offers a unique blend of fun and simplicity, perfect for players of all ages. Immerse yourself in a cozy room by the fireplace, where the snow gently falls outside. As you listen to soothing chill music from the in-game radio, you'll find yourself merging candies in a manner reminiscent of a physical Tetris-merge game. Combine the same candies to discover new and exciting treats. Can you merge your way to the ultimate prize - the donut? Features: Relaxing Gameplay: Enjoy a calm and serene environment where you can unwind and focus on merging candies without any stress. Cozy Atmosphere: The game’s cozy room setting, complete with a fireplace and falling snow, creates a warm and inviting ambiance. Chill Music: The in-game radio plays a selection of chill music tracks that perfectly complement the cozy environment, enhancing your gaming experience. Simple and Fun: Easy-to-learn mechanics make Cozy Candy Merge accessible for everyone, while the challenge of merging candies keeps the gameplay engaging and enjoyable. Discover New Treats: Combine the same candies to unlock new and exciting treats, each more delightful than the last. Visual Appeal: Colorful and charming graphics make the game visually appealing and add to the overall sense of relaxation. Whether you're looking to pass the time with a fun and engaging puzzle game or seeking a relaxing escape from the hustle and bustle of everyday life, Cozy Merge is the perfect game for you. Sit back, relax, and start merging those candies!"
1383680,Isekai Succubus ~My Genderbent Saga in Another World~,0.6266494009312169,0.7349493457641586,"JRPG,RPG,Party-Based RPG,Visual Novel,Sexual Content,Dungeon Crawler,Anime,Cute,Fantasy,Singleplayer,Funny,LGBTQ+,Dating Sim,Turn-Based Combat,Comedy,Magic,Comic Book,Colorful,CRPG,Exploration",,138,24,162,0.8518518518518519,"Synopsis A comical 3D dungeon crawler RPG following the story of a genderbent protagonist and his succubus companions. One day a strange woman invades the dreams of the protagonist (♂) and sends him to another world after changing him into a succubus (♀). Upon awakening, he (♂?) is overwhelmed by his new, unfamiliar female body and it’s urges. Luckily, two cute, experienced succubi are there to help and invite him to accompany them on a journey filled with adventure and battles! Will he be able to overcome the hardships awaiting him and return to his original world? Characters Rinne True name: Aihara Rinmu. He’s an ordinary young man who is suddenly changed into a succubus and sent off to another world where he encounters all sorts of troubles. The two succubi he meets there are a handful, but Rinne’s natural disposition is that of a caring older brother, and he does his best to look after them. (Although it might be better to say 'older sister' instead.) Eleonora (Elena) The other succubus in Rinne’s party. Her personality is bright and cheerful to a fault. Without someone to stop her, she is the type to rush headlong into all sorts of troublesome situations, so make sure to keep an eye on her! Angelina(Ange) One of the succubi accompanying Rinne. She’s diligent and level-headed by nature. Her comrades call her Ange. She helps teach Rinne various things about the unfamiliar world he has been sent to. Game System Unique gimmicks await in the numerous 3D dungeons available for players to explore as they progress through the story. The number of items that can be brought into any dungeon is limited, so figuring out how what you need to clear them effectively is especially important! Clearing a dungeon quickly might result in a special bonus... Turn-based battle system: Use 4 customizable skill slots along with the special skill of the characters to defeat enemies in turn based battles. Succubi have the special ability to drain stamina from enemies using [Energy Drain]. Draining magic from enemies can double as a defensive ability by preventing enemies from attacking during their turn. Even extremely powerful enemies can be defeated by using your skills effectively! Skill Customization Each character has 4 skill slots that can be customized with a variety of abilities. Skills can be created by collecting the Essence dropped by defeated enemies. Specifications Strategy heavy combat based on using 4 customizable skill slots and character special abilities. Numerous 3D dungeons packed with puzzles to explore. Auto-mapping system for explored areas. Estimated play time: 10-15 hours"
2751330,Helix Jump,0.18562213819169465,0.48475681934497106,"Casual,Action,Arcade,Local Multiplayer,Singleplayer,3D,3D Platformer,Split Screen,Relaxing,Physics,PvE,PvP,4 Player Local,Colorful",,29,1,30,0.9666666666666667,"Your ball drops like a brick through colorful helix platforms that block its descent, but if you hit a red spot, it's over! Your ball shatters to pieces and you have to start your fall all over again. Even traps platforms are no match for a fireball falling at full speed! Choose your strategy: speed up like a madman or stop and wait for your next chance to roll and jump! If you don't want to play solo, choose a multiplayer mode for up to 4 players and compete with your friends or family. Together, pick one of the three different gameplay modes with special challenges: get the highest score while avoiding getting minus points, be the first at the finish line, or go as far as you can in a limited time! Reveal who is the fastest and most agile jumping ball among you! The key is mastering your reflexes and looking ahead. To guide the bouncing ball, rotate the platforms to align the ball with the cracks. Do this in quick succession for a combo move and higher points. If you pass 3 levels consecutively, you'll be invincible for the first bounce after! Features: drop your ball with crazy fast speed and make your way through helix platforms face your friends or family in multiplayer mode for up to 4 players with 3 different gameplay modes! practice your reflexes and break your best scores see how many levels you can complete in this never-ending game defeat bosses on levels with obstacles like switches and metal platforms that not even a fireball falling at full speed can destroy customize your ball with variety of funny skins invite anyone to play thanks to easy controls and simple rules never get bored thanks to this amazing time killer! Jump into never ending adventure with unlimited levels, test your skills and invite others to have fun together!"
3187770,NAGAISAN,0.5560050116690877,0.6466274246662288,"Comedy,Horror,Cute,Psychological Horror,Adventure,Life Sim,First-Person,Exploration,Anime,Atmospheric,Walking Simulator,Relaxing,Casual,Action-Adventure,3D,Simulation,Modern,Story Rich,Indie,Singleplayer",,79,4,83,0.9518072289156626,"'NAGAISAN' is an adventure game based on urban legends. ◆ Story I came to know 'her'. Since then, I've felt someone's gaze from somewhere. Memories of a place reached while searching for a lost dog in the past. I'm not sure if it's related, but I did something. 'NAGAISAN' can come from anywhere. Even in dreams... ◆ Game Features Walking simulator where various events occur as you walk. Progress the story by examining objects. No quest markers or time limits, allowing for relaxed gameplay. 'NAGAISAN' likes you. Playtime: 15 minutes to 40 minutes. ◆ Streaming Guidelines Streaming is allowed without permission for both individuals and businesses."
2613720,CYBERMATRIX,0.3046105138450348,0.6666466618986836,"Action,Platformer,Rhythm,Action Roguelike,3D,First-Person,Hand-drawn,Stylized,Futuristic,Cyberpunk,Parkour,Sci-fi,Robots,Combat,PvE,Linear,Physics,Singleplayer,Early Access,Indie",,106,13,119,0.8907563025210085,"CYBERMATRIX is a game about speed and movement. A difficult and exciting adventure awaits you, which you will have to pass using one multifunctional knife and many different abilities. But the further you go, the more different techniques you will discover, and the stronger your opponents will be. Movement is the key to victory. Use your movement skills to dodge enemy projectiles and rockets. Use the environment to level up your movement!"
1253390,Yukikoi Melt,0.42127188717805114,0.6454519087407274,"Visual Novel,Anime,Cute,Romance,Adventure,Nudity,Casual,Mature,Sexual Content,Comedy,Drama,Funny,Multiple Endings,Story Rich,Singleplayer,Snow",,66,6,72,0.9166666666666666,"'Yukikoi Melt' is a visual novel about a young man's life in the Winter Country, featuring the characteristically cute art of nanaca mai, the main illustrator for Corona Blossom and the SD artwork in the Grisaia series. Miharu, a winter hater, and the girls of the Winter Club find their lives intertwined when he moves to snowy Yubane and they attempt to share the joys of the cold season with him. Being permanently freezing and waiting for spring like a hibernating grizzly bear are two of Miharu Okazaki's favorite activities. His way of life is turned upside down when he moves to snowy Yubane and the temperature falls below zero. All he wants is to hide under a warm blanket, but the girls of the Winter Club have other things in mind for him... Current club roster: Taruhi Himeguri, an undercover winter hater. Kanon Reppuji, resident troublemaker. Shizuri Unazuki, the mother hen. Yuki Tsukumo, a self-professed child of winter. The girls manage to convince Miharu to join the Winter Club, inviting him to live in their luxurious hot spring inn high in the mountains. ...But Miharu's heart is frozen. At first it seems like the Winter Club is all about enjoying the season through snowball fights and making snow sculptures, but soon Miharu notices there's a deeper meaning behind the fun. After spending a month helping the girls contribute to the Yubane community, Miharu grows closer to the mysterious Taruhi. Can she melt his heart?"
1482490,SEIKEN-MANIFESTIA,0.2771244567340336,0.6093431485528538,"RTS,Strategy,Real Time Tactics,PvE,Singleplayer,2D,Fantasy,Action,Puzzle,Anime,Tower Defense",,109,7,116,0.9396551724137931,"Kokka Was Facing An Unprecedented Crisis. Because,yatoo Was Aiming For Seiken. Become Prime Minister and Defeat the yatoo! Outline This Is Rts Game. You will win if you destroy the enemy's tower before you destroy your own tower. Features ・over 100 Attractive Cute Girl Characters. ・A challenging stage where your strategy is tested. ・Rewarding, such as character growth factors."
924780,How to Sing to Open Your Heart,0.5449214298157421,0.5236357043017739,"Casual,Indie,Adventure,Visual Novel,Otome,Romance,Anime,Female Protagonist,Fantasy,Story Rich,Cute,Multiple Endings",,32,1,33,0.9696969696969697,"'How to Sing to Open Your Heart' is a fully voiced romantic otome visual novel. As the next entry in the 'Story of Eroolia' series, this game shares the same world with the previous games, ' How to Take Off Your Mask ' and ' How to Fool a Liar King. ' This time Princess Myana, who previously appeared in ' How to Fool a Liar King ', will be the new heroine. *We recommend that you play the previous games (at least the demo) to get a better understanding although it's not necessary to do so. STORY 'Can the cat-eared princess' song rescue her people and find true love?' Princess Myana loves to sing, and believes she can make her people happy with her song. This time, she visits the human's country 'Eroolia' as the leader of 'Laarz', the country of cat people. Relations between humans and luccretias have never been good, and Princess Myana experiences it herself in Eroolia. Will her song be able to unite the hearts between humans and luccretias? Or as the imperial guard captain, Ludovic, argues, is it better to completely cut off ties between the two countries? CAST Myana - Yuriko Yano Ludovic - Roku Aine Anna - Mai Hazuki Regina - Megurika Kawanishi Juli - Kon Leona - Ryo Yuasa Mars - Taichi Tanukida Black Cat - Zakuroishi Simon - Zex Flaga Lilia/ Lio/ Aria - Eruru Takeda Ronan - Mato Sarashina Grandma - Hisano Numahata Gao - Naoto Takeda THEME SONG 'Kokouta' Song: Yuki Yumeno Lyrics: Itsumo Nagahisa Music: no.realーRoom97"
1825210,DESTRUCTURE: Among Debris,0.18239608359749288,0.6759936102834697,"Post-apocalyptic,Military,Shooter,Arcade,Steampunk,Bullet Hell,2D,Combat,Rhythm,Top-Down Shooter,Twin Stick Shooter,Top-Down,Bullet Time,Destruction,Singleplayer,Action,Stylized,Casual,Physics,Realistic",,141,12,153,0.9215686274509803,"In DESTRUCTURE: Among Debris you use the power of (very totally realistic) physics to destroy the world around you. Following a devastating, apocalyptic event, the world is filled with garbage, abandoned structures and angry robot turrets and it is your mission to clean it from this dusty mess. The gameplay revolves around the player-controlled Round Thingy of Destruction that you have a full 360-degree control over, making smashing the iron ball so much more satisfying. But you must remember not to lose your ball. Behind you there’s a metal grinder in each level ready to consume all of the balls (stop giggling, Gregg) you are too slow to repel. But DESTRUCTURE is no ordinary arkanoid-like game, because the levels fight back! Destroy enough structures and you will alert some bloodthirsty turrets, and trust us, they are definitely not happy to see you. Using all your finesse, you must dodge their bullets, missiles, lasers and other looming dangers and the more you destroy, the more you have to dodge. Bullet hell aficionados rejoice! If you’re lucky you might stumble upon mighty weapons and power ups to use in the spur of the moment. It’s like finding a nickel on the side-walk, but the nickel is a rocket launcher or a laser gun and the side-walk is the debris of a structure that once had some semblance of purpose. Progressing through the world of DESTRUCTURE is a tough and unforgiving job. For one, there are evil robots trying to murder you and the environments are filled with various hazards. That’s why your benefactors have provided you with a wide array of unlockable tools, upgrades and perks that should provide enough leverage to give you a fighting chance. They’re not free though, so remember to collect Blue Stuff (whatever it is) that your benefactors will use for very important deeds no one really knows or indeed cares about. You’d be best suited collecting as much as you possibly can. That is, if you don’t get shot while you’re at it! With this Blue Stuff you can purchase exciting new toys like “Zeus’ Blessing”, “Suicidal Turrets“ or just some good old “Napalm Rain“ to ascend the ranks of ordinary, trash-fighting Round Thingys of Destruction! and become the ultimate destroyer of what remains of the dusty, barren worlds of DESTRUCTURE ."
1551230,Demon Slayer Akagi,0.5574428066785466,0.8437103844937497,"Bullet Hell,2D Platformer,Platformer,Arcade,Female Protagonist,Action,2D,Cute,Controller,Pixel Graphics,Anime,Mythology,Score Attack,Foreign,Indie,Singleplayer,Difficult",,33,2,35,0.9428571428571428,The Storyless Spirit is an evil demon who can grant you the powers of any character in a story in exchange for your soul. Several people around the world have gained powers from the Storyless Spirit. It is up to Akagi to save these people and defeat the demon once and for all in this breakout arcade style game! Use the Samurai story's strength to destroy bullets! The Ninja story's speed can dodge bullets and run around the world in the blink of an eye! Use the Youkai story's power to do that cool anime thing where the screen flashes black and all the enemies are defeated! Play on hard mode to bully cute anime girls! Battle with a cast of characters with abilities inspired by mythos from around the world! Compete for high scores in practice levels! Take on 16 additional challenge game modes to test your skills! Gain different powers from the Storyless Spirit!
1692580,Hidden Shapes Black Skull - Jigsaw Puzzle Game,0.13552564984888915,0.6364078370772867,"Puzzle,Pirates,Tabletop,Hidden Object,Cozy,Solitaire,Wholesome,Naval,Hand-drawn,Relaxing,Casual,Minimalist,Logic,Family Friendly,Singleplayer,Stylized,Indie,Colorful,2D,Mature",,38,4,42,0.9047619047619048,"Disconnect yourself from the world with this game and its beautiful arts, created especially for you to relax, be inspired and have fun! Hidden Shapes - Black Skull's artwork is inspired by the world of Pirates Be amazed by the minimalist style and beautiful images of this game! So that you can have fun and enjoy the game more, after solving a puzzle the complete art will be released, so at any time you can have fun again by solving the whole puzzle. • Steam Community Don't forget to follow us for updates on this game and others! • Again we would like to count on the support of the community to make this game a great success! To facilitate communication in addition to the forum here on Steam we have our OFFICIAL DISCORD , and social networks, there you can share all your ideas and feedback about the game and you will know in advance all the news. Don't forget to follow us on the Steam page so you'll know about new games and news from the studio."
1507620,ENDO,0.3165027059458256,0.604447883831865,"Surreal,Stylized,Adventure,Space,Nature,Psychedelic,Atmospheric,Colorful,Casual,Exploration,Fantasy,3D,First-Person,FPS,Abstract,Relaxing,Linear,3D Platformer,Magic,Singleplayer",,31,0,31,1.0,"'Like a fidget toy on mushrooms' Every interaction in ENDO is physical. By clicking and dragging in the first-person perspective, it behaves like a pseudo-VR experience. Even the menus are physical and interactive. Highly Tactile: There are lots of fun little objects to play around with - the world is like a musical fidget toy, filled with unexpected novelties. Immerse yourself in colorful and unique worlds: Each realm is brought to life with all sorts of bizarre creatures, plants and mushrooms. My goal with ENDO is to create a dreamy, playful world for you to enjoy. From the diversity of plants, to the miniature worlds of moss, fungi and lichen, I find that nature is a great inspiration. I wanted to emulate this sense of wonder with ENDO. Peace and much love, ~Dez"
1198510,Paperball,0.21697175330011073,0.588292084579229,"Indie,Action,Arcade,Time Attack,Racing,Platformer,Physics",,210,10,220,0.9545454545454546,"It's time to get rolling! Navigate tricky passages, pull off crazy stunts and get ready to fall off the stage more often than you count in over 150 stages! All unique levels will test your balancing skills over the course of over 10 papercrafted environments in a variety of game modes. Take on challenging stage sets, trying to fall as little as possible, or risk it all to score the best time on any stage. Play any way you want, alone or with a friend. Play on over 150 stages spread over the course of 4 difficulty levels. Roll against the clock! See how far you can get in Rush Mode before time runs out! Try to break the record times to score medals and unlock new worlds in Medal Mode ! No lives to keep in mind! Keep trying until you master the stage. Competitive local multiplayer . Finish first for the highest score!"
663210,12 Labours of Hercules VII: Fleecing the Fleece (Platinum Edition),0.25275661174857816,0.7798361290502561,"Casual,Strategy,Indie,Time Management,Singleplayer,Resource Management,Puzzle,Mythology,Family Friendly,Mouse only,Adventure,Point & Click",,152,18,170,0.8941176470588236,"It's a new bromance from ancient Greece: when cunning Pelias orders the hero Jason to steal the Golden Fleece from the land of Colchis. Jason turns to another hero for help - Hercules! Together they build a ship and guide it through the treacherous seas to reach their destination, all the while struggling against the unknown enemy onboard. To succeed, the heroes will need to chop down the giant Sacred Oak (oops), defeat the guardian dragon, steal the Fleece, and find out who is behind all of this. Can they do it? Solve puzzles, find your way through numerous portals, and build and repair objects... You never know what the next Ancient Button will do... Features: Stunning full HD graphics with 5 puzzles, 5 bonus levels, and 1 super bonus level. A new story with both easy play and challenges for those who dare... Build the Argo and set sail! Learn the difference between Orpheus and Morpheus! Throw something precious into a volcano! Discover Jason’s true love! Make your heroes a team to win. Put together a winning team for your heroes! Steam trading cards, backgrounds, wallpapers, smiles and other bonus stuff! (once they will be available)"
2170100,Volley Pals,0.12308597190402677,0.4796219692440125,"2D Fighter,Local Multiplayer,Arcade,Local Co-Op,Early Access,Co-op,PvP,Sports,Action,Team-Based,Split Screen,4 Player Local,Casual,2D,Cute,2D Platformer,Multiplayer,Volleyball,Controller,Cartoon",,37,4,41,0.9024390243902439,"Volley Pals is an adrenaline-packed modern style arcade volleyball game with different mechanics in each of its levels. We designed it as a local multiplayer party game that supports up to 4 people. Volley Pals is exactly the game you’re looking for if you want to be on the edge of your seat with friends, family, or anyone you can spend some super-fun time with. Gameplay Simplified arcade volleyball where you hit the ball and pass it to your opponent's field. However in Volley Pals, you can also do many other interesting things, which may not be welcomed in classic volleyball. Including but not limited to: invading your opponent’s area, using your opponent's service before they do, increasing the height of the net, playing rock/paper/scissors, and various other things that can be seen in the trailer. Modern arcade style action Play against up to 4-player local multiplayer or AI Various crazy levels with different themes and mechanics A special level dedicated to customizing your own rules and preferences with a wide range of options Original and cute characters to choose from Stylish 2D cartoon graphics Playing options range from 1v1 or 1v2 to 2v2, with any number being AI or real players, so playing volleyball never gets boring! On top of that, with each level the gameplay gets crazier as a different mechanic is introduced, and it’s up to you to master it and play it to your advantage. All levels are designed with a unique theme that gets you excited for what is coming next! Enjoy every second with original and cute 2D style characters to choose from, each with likable characteristics, topped off with beautiful music to get you immersed. You can even customize your own level to fit your tastes perfectly, a wonderful addition to the already delightful levels!"
1451880,Color Breakers,0.15068861561936706,0.5097867783133463,"Party,Multiplayer,Funny,Local Co-Op,Online Co-Op,PvP,Colorful,4 Player Local,Co-op,Local Multiplayer,Action,Singleplayer,Cartoony,Voxel,Family Friendly,Controller,Physics,Co-op Campaign,Casual,Indie",,29,1,30,0.9666666666666667,"Co-op Experience Color Breakers is a chaotic 1-4 player local and online multiplayer co-op coloring game where players need to work together in each of the levels to complete as many paintings as possible. Every level is full of chaos and mystery, so completing those paintings will be harder than it sounds. Players need to coordinate and collaborate to make sure the paintings are completed before the timer runs out. Will you work together to complete your masterpiece? Or will you get in each other's way and ruin what you've been working so hard to achieve? Versus Mode Compete against your friends in versus mode both locally and online to prove once and for all who is the best painter of all time. Includes: - New unique battle stages. - Tons of chaos, fun and ruined friendships. Creative Unleash your creativity and make your own paintings in Creative Mode. Create amazing masterpieces and save them to the Gallery to create your own personal art exhibition."
2357950,Q2 HUMANITY,0.3053431013624694,0.619588199865064,"Action,Casual,Puzzle,3D,Metroidvania,Funny,Physics,Multiplayer,Indie,Local Multiplayer,Local Co-Op,Co-op",,47,4,51,0.9215686274509803,"This new 'Q' sequel isn't just about 'drawing,' but there are 'players' involved. Aim for the 'YOU DID IT !!' by drawing, moving, and using special abilities! Additionally, it supports multiplayer for up to four players. 'Q2 HUMANITY' is a completely new sequel to the 'Q' series. In the previous 'Q' series, players cleared levels by using what they drew in a very simple physics-based puzzle game. However, 'Q2 HUMANITY' is a game where you not only 'draw', but also utilize 'character abilities' to tackle over 300 stages. In addition to basic abilities like jumping, grabbing, throwing, and punching, there are characters who excel at throwing, can double jump, set off bombs, and even manipulate gravity, with a total of 18 characters each possessing unique special abilities. What happens when characters with different special abilities come together? What if characters with the same special ability come together? The possibilities to solving these puzzles are limitless! Will you cooperate to clear the tough stages...or rather hinder each other...? Max 4 Multi Players. 'Q2 HUMANITY' supports online multiplayer and can be played by up to 4 people. Of course, you can also challenge it solo. You can also play multiplayer via Remote Play Together. With no single correct answer, you can enjoy it multiple times with various approaches. Experience both 'the satisfaction of solo play' and 'the fun of cooperative multiplayer' in this exceptionally versatile game. Please enjoy it to the fullest! ------------------------ For online multiplayer in 'Q2 HUMANITY,' we recommend using a fast internet connection such as a wired LAN connection. *Cross-play with the Nintendo Switch version of 'Q2 HUMANITY' is not supported. *The online multiplayer feature may be discontinued at the company's discretion with prior notice."
3001340,▼スライム娘は人間と友達になりたいようだ+,0.43943399597629024,0.6914313958627981,"Adventure,Point & Click,2D Platformer,Choose Your Own Adventure,2D,Cute,Text-Based,Dark,Dark Fantasy,Drama,Multiple Endings,Story Rich,Singleplayer,Visual Novel",,72,5,77,0.935064935064935,"【Overview】 Young slime girl Aura has lived her whole life inside the forest. One day, a group of humans pass by and give her a glimpse into the world outside. Her forest friends warn her against getting too close, but Aura just can't quiet her curious mind. A talking rose takes notice of Aura's fascination of humans and promises to help her make friends with them. How will Aura's journey unfold from here? 【Game Details】 This is a visual novel with multiple endings and click-to-interact elements. The atmosphere is a fairytale picture book with dark, sometimes horrifying moments. 【Content New to the ''Plus'' Version】 The Steam version contains two additional routes in the main story and two side stories in the ''Extra'' menu. Several illustrations and extra pieces of dialogue have also been added to the main story. 【Content Creation Permissions】 The author permits recording and streaming of their work. Please include the URL to the Steam page for this game if you choose to publish any secondary works containing content from it."
2983260,LUNARiA -Virtualized Moonchild-,0.4278124075178629,0.4619605883985497,"Adventure,Casual,Simulation,Visual Novel,Dating Sim,Anime,Cute,Sci-fi,Fantasy,Drama,Romance,Racing,Mechs,Robots,Futuristic,Emotional,Story Rich,Linear,Singleplayer",,114,4,118,0.9661016949152542,"LUNARiA -Virtualized Moonchild- is a digital novel made by visual novel studio Key. There are no story branches based on choices. The story proceeds as if you were watching an anime or movie, or turning the pages of a novel. Enjoy a touching story with beautiful music and graphics, realistic and colorful performances, brought to life by talented voice actors. Game features ・With support for full HD resolution of 1920x1080 dots, you can enjoy the moving story in high-definition visuals. ・The text can be set to English, Japanese, or Simplified Chinese (audio only available in Japanese). This includes in-game text, options, and the digital manual. Language settings can be changed at any time. ・Touch gestures can also be used if you're playing on a tablet PC or a Steam Deck."
1295000,The Last Shot,0.40294401553052345,0.7474498122887984,"Precision Platformer,Puzzle,Arcade,Steampunk,Side Scroller,Platformer,Stylized,Puzzle-Platformer,2D Platformer,Controller,Casual,Hand-drawn,Dystopian,Story Rich,Linear,Logic,Atmospheric,Comedy,War,Adventure",,98,10,108,0.9074074074074074,"The Last Shot is a platforming adventure game set in a war-ravaged diesel-punk world. Militaristic cities fight endlessly with massive weaponry, all striving to be the last one standing. Rather than your typical hunky superhero, you take on the role of a humble mechanical engineer. You work tirelessly to produce the shells that are almost immediately blasted into a neighboring city’s exposed bits. Hey, it pays the bills. However, there comes a day when your comfortable routine is interrupted and you are thrust into the outside world on a dangerous journey. To save your friends and the city you love, you must uncover a terrible conspiracy and find a way to put an end to a nefarious plan. Explore the world around you to learn more about its history and lore, solve numerous puzzles, and tinker with machinery and contraptions of all shapes and sizes. Key Features: Original hand-drawn visuals in the style of old cartoons. Solve unique puzzles using your engineering wits. Use your innate abilities to repair, create, or destroy vital tools and machinery. Master the mechanical marvels you find along your travels. Drive all-terrain vehicles, jetpacks, armored trains, moving platforms, and so much more. Explore a vast and intriguing diesel-punk world, living according to the laws of wartime. Admire the striking technology and architecture as you delve deeper to discover all of its secrets."
3688340,All About Chopsticks,0.27282836812815053,0.4055639955194381,"Puzzle,Difficult,Isometric,Casual,Physics,Singleplayer,Indie",,48,8,56,0.8571428571428571,This is a game where you can naturally learn about chopsticks while challenging physics-based puzzles inspired by chopstick handling. Pick up and move food from plate to plate with chopsticks to solve puzzles. The movement of chopsticks are accurately based on physics. Various types of chopsticks are available in game.  There is no known correlation between performing well in the game and improving actual chopstick skills. This game is inspired by the game below: Getting Over It with Bennett Foddy
1072300,Echo Generation: Midnight Edition,0.6496246171577325,0.8340585585972389,"Action-Adventure,3D,Turn-Based Combat,JRPG,RPG,Party-Based RPG,Exploration,Family Friendly,Story Rich,PvE,Turn-Based Strategy,Voxel,Action,Pixel Graphics,Stylized,Colorful,Mystery,Supernatural,Sci-fi,Atmospheric",,65,4,69,0.9420289855072463,"Echo Generation is a turn-based adventure game with a supernatural twist. Strange things are afoot in Maple Town: A mysterious crash leads you on a spooky adventure through your hometown. Battle monsters, complete quests and unearth secrets to reveal a conspiracy that transcends time. Active Turn-Based Combat Become a battle master and unlock your hidden potential by collecting over 30 Comic Books, each with their own unique minigames, skills and stat boosts. Gather Your Party Recruit adorable pet companions on your adventure and utilize their specialized skill sets to face enemies and bosses. Never leave your pets at home again! Explore and Uncover Secrets The folks of Maple Town are always happy to lend a hand as you complete quests and solve mysteries; some may unlock new paths or hint at a secret or two. Heartwarming Story Set in the 90s, Echo Generation has a heartwarming story about the supernatural, family and the nostalgia of growing up in a small town. Charming Voxel Art Style Immerse yourself in the stunning voxel art style of Echo Generation, the second title in the developer’s ‘Voxel Trilogy’ of games. Features: Supernatural Adventure - Dive into a supernatural story about small town mysteries, as seen through the eyes of a charming gang of kids Choose Your Hero - Select (and name!) your character from a diverse selection of heroes Pet Companions - Recruit adorable pet companions with unique skill sets to customize your build Active Turn-based Combat - Level up your party by battling monsters and bosses by playing over 30 unique minigames Secrets and Quests - Complete quests for the residents in Maple Town to solve mysteries and uncover secrets Voxel Art Style - Immerse yourself in the stunning 3D pixel look filled with a retro nostalgic charm Original Soundtrack - Listen to the atmospheric blend of electronic and synthwave music"
1389200,Cramped Room of Death,0.2559729059223557,0.625402357279429,"Indie,Puzzle,Pixel Graphics,Sokoban,Cute,Casual,2D,Top-Down,Grid-Based Movement,Singleplayer,Dungeon Crawler,Fantasy,Turn-Based Tactics,Exploration,Rogue-lite,Rogue-like,Action Roguelike",,59,3,62,0.9516129032258065,"Brave adventurer Lance loved to party with his friends, but one night he ate too much and fell into a deep sleep. The vile Vizardians then stole his treasure and even took all his weapons, leaving only his giant spear. Lance entered the catacombs of death to confront the thieves and recover his lost possessions, but he soon realized why the spear was left behind: It barely fits in these cramped rooms! Each room is a brain-teasing puzzle in this challenging dungeon adventure. All you need to do is jab every enemy with your giant spear to unlock the next door... but sometimes you can’t even turn to face them because the hallways are too narrow and the spear is too long. Sliding blocks, crumbling platforms, spiked floors... you’ll have to plan your moves carefully if you expect to recover all of your stolen treasure. 5 different stages with 170 unique rooms Secret levels to discover 5 distinct enemy types 12 types of traps and obstacles 10 different ways to die 12 unlockable character skins A special key that can be used to make levels easier to clear"
