appid,name,sim_tags,sim_about,tags,movies,positive,negative,total_reviews,rating_ratio,about_the_game
1281510,Kirakira stars idol project Nagisa,0.48316644367598816,0.6071280118314278,"Adventure,Casual,Indie,Nudity,Sexual Content,Visual Novel,Anime,Simulation,Dating Sim,Exploration,Story Rich,Singleplayer,Remake,Female Protagonist,Music,Funny,Horror,Comedy",,37,2,39,0.9487179487179487,"★ About★ The E-mote Engine brings character portraits to life with life-like, natural animations. Enjoy the story in English, Japanese, or Chinese (Simplified), with full voice acting from the main characters in the Japanese version. ★Story★ 'You're the idol you used to sing to on stage?' After their first live performance, Nobuyuki and Ai have a fateful encounter with the top idol, Nagisa Yukihiro. Six months later. With Miwako's kindness, Nobuyuki and his friends attend a joint lesson with Uesugi Productions, a long-established entertainment production company. While getting involved with Nagisa through joint lessons, it is decided that an idol festival - DivaFes - will be held, but... 'What are you going to do?　What do you want to do as an idol?' 'I want to join in--no, I want to try!' DivaFes in a joint lesson, and Ai takes on the trial to take the next step as an idol. ★ Character★ Nagisa Yukihiro (雪城 渚) CV:Misaki Todo(藤堂みさき) Height: 158cm Weight: 44.8kg BWH measurements: 81/58/83 She is an idol who belongs to Uesugi Production. She is a celebrity who is recognized by the general public as the best-selling idol of all time with her high level of appearance, singing and acting. He is cool and stoic in everything he does. Many idols admire and respect Nagisa's attitude toward her work. Because there are few people who have seen her always expressionless smile, she is called 'Snow Flower' by her fans. Since seeing Ai's first live, they've been involved in some things...? Saya Nakajo (中条 沙夜) CV:Yuki Akashi(あかしゆき) Height: 163cm Weight: 53.1Kg BWH measurements: 87/59/85 A woman who works as a producer for Nagisa Yukishiro. She is a serious, strong-willed, independent adult with a core of her own. Nagisa and I have known each other since we were both rookie idols and rookie producers. Because they have grown up together, they trust each other, and Nagisa has a more fractured attitude than other people. Ai Amane (天音 愛) CV: Yoshino Mizuse(水瀬よしの) Height: 158cm Weight: 49.5kg BWH measurements: 87/60/86 Ai and Nobu were friends when they were kids, but they lost touch after her family moved away. She came to Tokyo for college, and offered a helping hand (and her apartment) to her old friend in his time of need. A young woman who treats everyone she meets with equal kindness, she practically exudes an aura of purity. Sometimes it's hard to tell if she's really just that nice, or maybe a little niave. Smart and athletic, she may seem perfect at first, but she can be surprisingly stubborn at times. She also has a more laid-back, casual side that she only shows in private, and to those she truly trusts. Ai's kind heart can sometimes get her in trouble. She has a habit of throwing her all into helping people, treating their problems as her own, while forgetting to take care of herself. ★ Features ★ -Lifelike, natural character animations courtesy of the E-mote Engine. -Available in English, Simplified Chinese, and Japanese ★ Staff ★ Producer: Saemonsaburo ikura Director: Sho Kannaduki Graphic: Asobinospirits Inc. and others Scenario: HinoRenka Music: Angel Note"
2056880,Mystery of Mortlake Mansion,0.3323146607345431,0.5021972253873266,"Adventure,Casual,Hidden Object,Puzzle,Noir,Fantasy,Demons,Horror,Indie,Singleplayer",,73,10,83,0.8795180722891566,"Mystery of Mortlake Mansion is a hidden object adventure game with a deep and interesting story. The player is summoned to Mortlake Mansion by an elderly gentleman called 'R', who was so obsessed with magic that he dedicated his entire life to tracking down and learning the secrets of his favorite magician. Explore the dark rooms of the mansion in various hidden object game scenes. Gather the clues and discover the secrets that haunt the place. - Over 700 unique items to find - Over 34 locations to explore - 30 mini-games to enjoy"
464500,The Melody of Grisaia,0.409357593850994,0.6035426007685056,"Casual,Visual Novel,Adventure,Anime,Violent,Cute,Story Rich,Singleplayer,Short,Romance,Drama,Emotional,Sequel,Action",,78,5,83,0.9397590361445783,"Originally released as a bonus item for Frontwing's game 'Hatsuru Koto Naki Mirai Yori' (From The Future Undying), this is The Labyrinth of Grisaia's second, and the trilogy's final, side story. Much like the previous side story, The Afterglow of Grisaia, Melody is a visual novel with an engrossing story at its core. This episode takes place just after Kusakabe Asako officially names Kazami Yuuji her successor as number 9029, and details his globe-hopping exploits thereafter. Yet more secret passages of The Labyrinth of Grisaia are revealed within... It is recommended that you play this game only after having played The Labyrinth of Grisaia."
1156900,Output Pasture,0.10525649027905208,0.5641288091491227,"Strategy,Indie,Casual,Tower Defense,2D,Rogue-like",,86,15,101,0.8514851485148515,Simple operation with your mouse only Unlock over 100 kinds of animals an skill cards step by step; it makes you experience novelty from different combinations in every adventure You have encountered over 50 events; Have they brought something good… or bad? Complete achievements to get unique cards Explore each unique battle scene on the map Defeat powerful boss to get rare cards Complete the collections by meeting characters and skills
1105110,OXXO,0.09431920608489147,0.566885664701043,"Casual,Indie,Puzzle,Minimalist",,255,13,268,0.9514925373134329,"Hey, Hamster here! I create puzzle games for you: Scalak, Zenge, PUSH or Art Of Gravity. 'OXXO' GOAL: Group similar blocks. They like each other ;) HOW TO DO THAT? -Discover the game on your own, no tutorials! -Play with the blocks. You can't loose in OXXO! -Rotate them like in no other game before. -Use all 3 Dimensions :) -Sometimes you'll have to think a bit. I designed OXXO for you to experience discovery of ever changing mechanics. Relax, enjoy the puzzles, feel good about yourself! Have fun playing, and thanks for your support! Yours Mike aka Hamster On Coke"
1616520,Little Hearts,0.5262391072360877,0.8124694833279189,"RPG,Simulation,Strategy RPG,Turn-Based Strategy,Turn-Based Tactics,Tactical RPG,2D,Pixel Graphics,1990's,Fantasy,Medieval,War,Tactical,Turn-Based Combat,Singleplayer,Anime,JRPG,Retro,Strategy",,53,4,57,0.9298245614035088,"LittleHearts is a turn-based strategy simulation game set in a fantasy world of swords and sorcery. The game is played by carefully and thoughtfully manipulating characters on the map to defeat enemies, and completing the Conditions of Victory set for each chapter will advance you to the next chapter. The protagonist of the story and his team of 17 characters each have their own weapons, skills that they acquire as they grow, and a variety of personalities depending on the direction they choose in the 'Class Change' option, which gives them a significant boost in power. Make use of their abilities, defeat enemies and advance the story. Story . This is a world of swords and magic, where three nations rule the earth. People lived while fighting demons that appeared from somewhere and attacked people. One day, a revolutionary army rose up in the Lieav Empire in the snowfields of the southwest. The revolution is accomplished at breakneck speed. A new emperor ruled the land. The remaining two countries, the Kingdom of Feal and the Principality of Lots, held a tripartite meeting to find out the intentions of the new emperor. The people of the Empire were in a state of poverty and the new emperor wanted assistance to save his people. Neither the Kingdom nor the Principality was negative about the aid itself, but the scale of the aid demanded by the new Empire was so great that the three countries could not come to terms with each other. The Empire, in desperation, declared war against the Kingdom. It was expected that this would be too reckless in a situation where they were seeking support, but in a very short time the newborn Empire fell the capital of the kingdom. Then, fleeing with a handful of soldiers from the fallen capital, the The story begins when Alma, the princess of the kingdom, meets Klaus, a young man from a mercenary squad. ...... Game Features Nimble 2D dot combat animation. Simple and enjoyable system and balance for beginners, but a tough SRPG in hard mode. The story and drama of those who fight for their beliefs, rather than for good or evil. After clearing the game, an extra mode is provided that eliminates the element of luck and allows the player to conquer each stage of the main story. About posting and monetising play videos .As of 22 December 2023, you may post videos of the game Little Hearts in accordance with the following guidelines. The main purpose of the video must not be to extract in-game media, such as playing background music only. The video must not aim to damage the image of the content. The URL of the store page must be indicated on the page where the video is posted. If the producer requests the deletion of the video, the video must be promptly complied with. When monetising the video, the video contributor must add his/her own creativity by adding live sound, comments, etc."
514620,Ellipsis,0.13488094362917513,0.6865499308313162,"Action,Indie,Touch-Friendly,Retro,Shoot 'Em Up,Bullet Hell,Casual,Arcade,Replay Value",,227,13,240,0.9458333333333333,"We’ve crafted a beautiful universe for you to uncover and explore at your own pace. Fly through levels, dodging and evading enemies before they have a chance to react. Or explore leisurely, mastering each world and uncovering all its secrets. Either way, Ellipsis will keep you on your toes with surprises from start to finish. “It's like the best parts of Geometry Wars” - Tycho Brahe (Founder of PAX, Penny Arcade) Ellipsis is designed with a clean minimalist interface and absolutely ZERO text. It lets the player explore at their own pace while gently guiding them, thus producing an incredible pick-up-and-play experience. KEY FEATURES • 150+ unique hand-crafted and increasingly hard levels, set in 8 diverse worlds • Level editor with Steam workshop support • Pick up and play for all ages • Beautiful minimalist graphics • Zero text - Accessible to a global audience • Mouse, Controller and Touchscreen support, playable on 2-in-1 Touch PCs • Windows, Mac &amp; Linux support CREDITS • Designed by Yacine Salmi and Stefan Hell • Beautiful soundscape by Filippo Beck Peccoz • Community and PR: Christopher Wulf and Felix Kramer • Special thanks to Alex Zacherl, Johannes Roth, Max Wandinger And a big THANKS to you, the player. ELLIPSIS (noun): an intentional omission from a text without altering its original meaning."
1186270,Nosferatu Lilinor,0.5572116226904105,0.8146055209607778,"Action,Vampire,Female Protagonist,Indie,Difficult,Platformer,2D,Cute,Puzzle,Puzzle-Platformer,Precision Platformer,Pixel Graphics,Fantasy,Retro,Dark Fantasy,2D Platformer,Anime,Arcade,Singleplayer,Classic",,28,4,32,0.875,"It is cute but extremely hard!!! The immortal girl keeps to be reborn any number of times even if she gets beaten. It is an action game that includes puzzle-like elements by learning the movement and timing of the enemies. Story The habitation was ravaged by Vampire hunters and a Vampire girl named Lilinor traveled with her follower Zasha to find a new castle. After traveling for a while, they found the remains in the depths of the forest off the road. However, the demons already lived there ... “For now, let's go to the lowest level. we must defeat the big shots and make the hierarchical relationship clear.”"
2837600,The Alto Collection,0.1573420499914266,0.5959341349006779,"Action-Adventure,Action,Snowboarding,2D,Relaxing,Sports,Minimalist,Runner,Adventure,Colorful,Stylized,Indie,Skiing,Snow,Singleplayer,Score Attack",,156,7,163,0.9570552147239264,"Join Alto and friends as they set out on the adventure of a lifetime. Race down alpine slopes, over windswept dunes, through ancient woodlands and the long forgotten ruins of both critically acclaimed titles: Alto’s Adventure and Alto’s Odyssey. Along the way you’ll pull off daring backflips, grind over rooftops and leap over vast chasms as you journey to discover what mysteries lie beyond the horizon. What's New Full access to both Alto's Adventure and Alto's Odyssey, including over 120 levels, 360 goals, 7 unique characters, online leaderboards and a workshop full of upgrades. Features Easy to learn, difficult to master. At the heart of the Alto series is an elegant one-button trick system. Chain together combos, and complete hundreds of hand crafted goals to unlock new items and abilities — all with intuitive controls. Discover stunning Biomes. From The Alpine Slopes, to The Dunes, The Canyons and The Temples. Explore these rich and diverse landscapes, each boasting unique visuals and gameplay. Newfound heights. Uncover secrets in the sky of Alto's Odyssey with hot-air balloons, moving grind rails, wall riding and wingsuiting. Master the elements. In addition to dynamic lighting and weather effects like sandstorms and shooting stars, the desert of Alto's Odyssey is home to swirling wind vortexes and rushing water. Meet Alto and friends. Unlock seven unique characters, each with their own attributes and abilities. Zen Mode. Complete with its own serene soundtrack, this meditative mode distil both games down to their purest elements: no scores, no coins, and no power-ups. Just you and the endless mountain or desert. Photo Mode. From the pause screen, get behind the lens and take stunning photos of your trip through the desert. Pan and zoom to frame the ideal shot, and share them with friends and family. Original music and handcrafted audio. Headphones recommended!"
2947590,Deep Desktop,0.0,0.27189659734544425,"Utilities,VR,Software,Experience,3D Vision",,64,9,73,0.8767123287671232,"Deep desktop facilitates the usage of the latest monocular depth estimation algorithms to use them on the content of your screen: NEW: Use it also with your video files with the new video player! Automatically install all the requirements for the algorithms to work and avoid a tedious installation process. Run in real time with the content of your screen, no need to go through annoying VR prompts or file explorers to access your content. Move into the scene displayed with the movements button. Allow you to use a second GPU to ease the burden on the one used for the VR headset."
1340920,Piggy Gambit,0.5658293416018313,0.8002212763695254,"Indie,Level Editor,Cute,Puzzle,Turn-Based Strategy,Sokoban,Board Game,Hand-drawn,Strategy,Adventure,Exploration,Comedy,Singleplayer,Funny,Cartoony,Atmospheric,Top-Down,Story Rich,2D,RPG",,56,3,59,0.9491525423728814,"The Workshop feature is now available, just subscribe on Steam and you can experience it in the game! You can also edit your own levels after completing the game, and upload them to the Workshop! PiggyGambit is a game that combines chess and Sokoban, where players can push the chess pieces on the board! Ingenious level design breaks down the rules of chess into simple game mechanisms, rejuvenating this ancient game. TeaParty Discord: Game Story Our protagonist is a piggy who spent many years away from the real world. He now yearns for his purpose in life but struggles to find the way. So one day, with vagueness and anticipation of the known, he set forth towards the end of the world. Little did he know, he is about to be toiled in an aeon of strife within in the Chess Kingdom while as embarks on his mystical journey. As he cracks one intricate puzzle after another, he gradually grasps a higher understanding of this strange world around him. Game Features Rich game content that includes 50 painstakingly crafted levels that merges chess, box puzzles and flow control elements into a single creation. Piggy's exotic adventure: Exotic world building and character creation complimented by a humorous and entertaining story dialogue. All about chess: After entering the Chess Kingdom, you will be confronted formations comprised by six types of chess pieces. Find clever ways to overcome these difficulties by applying the rules of chess and set the pieces to battle each other. Custom level building: Build your own levels and challenge your friends or yourself with wholly customizable parameters. A nostalgic memory: I created this game based on scribbles that I drew when I was a child, I wanted to dedicate this game to all the people that one drew their dreams on a piece of paper. Development Story I scribbled down concept of the game when I was in third grade. All the puzzles of the game were drawn on paper and the player had to progress by overcoming the puzzle through observation. My friends would tell me their thought process and their strategy, and I would be the one to determine if they succeeded or not. After I started working, the pressure of real life forced me to relinquish my time and dream from what I wanted to do to what I had to do. By chance, I came across these childhood scribbles one day and I began to ponder the possibility of making a game that can be enjoyed by many friends. During that period of my life, I stumbled across a drama circled around chess. After learning the rules, I believed the two different games would fit harmoniously together, so the finished product included many elements from chess in its puzzles. Just like a certain friend, with uncertainty in heart, Piggy set out undauntedly towards the end of the world."
3130670,Senchu/線虫,0.4595779304713191,0.43876603533221326,"Action,Exploration,Horror,Story Rich,Adventure,Sci-fi,Cinematic,Indie,Singleplayer",,40,7,47,0.851063829787234,"Contents The year is 2032. This film tells the story of one man who works for Fresh, the company that saved the world from food shortages. Genre First person horror adventure game Play Time 40-90 min. About Video Posting and Streaming You’re welcome to share! We would appreciate it if you could include the store page URL in the description."
1542840,PuzzlePet - Feed your cat,0.2650365019425265,0.3804697261394414,"Cats,Relaxing,Cute,Grid-Based Movement,Minimalist,Puzzle,Difficult,Logic,Clicker,Point & Click,Collectathon,2D,Casual,Resource Management,Singleplayer,Stylized,Indie",,54,1,55,0.9818181818181818,"Kittens love to play and walk everywhere until they get tired, then it's time to sleep or eat. In this game, solve puzzles by managing food and feeding the kittens scattered across the stage. Simple controls to play. Feed your cat. Make the kitten happy today. Functionalities: Click to move, collect and feed the kittens. Minimalist graphics; 50 levels; Relaxing music Feed a cute kitten today!"
749890,The Hanged Man,0.6139927174844952,0.6117167943540578,"Indie,Adventure,RPGMaker,Casual,Pixel Graphics,Horror,Story Rich,Anime,Psychological Horror,Singleplayer,Violent,2D,Dark,Dark Fantasy,Fantasy,Surreal,RPG,Atmospheric,Action-Adventure,Exploration",,173,21,194,0.8917525773195877,"'You're a demon child. Someday, you'll be burning in hell for your sins.' This is the fourth and final title in the Strange Man series, developed by Uri Games. In The Hanged Man, you play as William Morton, a young boy wandering around a town in the snow. As he wanders to and fro, he takes cover in an abandoned building with his best buddy, a mouse named Pop. Although he hopes to leave the building soon, Pop disappears into the building, leaving William alone. William must now gather his courage and head further into the building, seeking out his only friend. What secrets lie hidden within? The Steam version features special additions such as achievements and multi-language localization. Features 2D horror-adventure featuring exploration and action elements Wide range of hardcore expressions of violence Multiple endings"
2497210,PUSHER - Drug Tycoon,0.14958053878458408,0.5065516325737597,"Life Sim,Crime,Economy,Trading,Simulation,Capitalism,Management,Time Management,Immersive Sim,Survival,Tutorial,2D,Turn-Based Combat,Indie,Atmospheric,America,1980s,Resource Management,Strategy,Old School",,96,15,111,0.8648648648648649,"PUSHER - DRUG TYCOON is thrilling business tycoon sim where you step into the shoes of a drug dealer in 1980s USA. Enter the world of drug trafficking armed with your pager and gun , where strategy is the key to making great profits. Your main goal is simple: BUY LOW and SELL HIGH. Seek the Right Time and Right Price . Keep a keen eye on market fluctuations and random events to make calculated decisions that will maximize your profits . Expand your trade to major cities across the United States. Beware of rival dealers and gangs competing for their share of the market. The law is keeping a close eye on your every move and won't hesitate to take action against you. Step up your game by investing in properties, facilities, and assembling a top-notch team . Show everyone who's the boss while earning even more cash. Are you ready to become the biggest and most feared kingpin in New York? Key Features: Trade and Profit: Buy and sell drugs at the right time and price. Keep a keen eye on market fluctuations and trends to make strategic decisions. Check the Pager: Catch the best deals coming your way. Turn based Fights: Evaluate the risks and decide whether to fight, negotiate for a peaceful solution, or try to escape. Money Laundering: You'll deal with cash for your drug transactions but invest in legal assets using the money you've cleaned. Bulid you team: Recruit street-smart individuals to help you making money on the streets and legal experts who keep you one step ahead of the authorities. Explore Major US Cities: Seek opportunities to sell and buy drugs from coast to coast. Confront the Law: The law is keeping a close eye on your every move and won't hesitate to take action against you. Spend your money: Buy properties, guns, cars, and pawn shop finds to boost your stats. Random events: Get ready for unexpected events that can either help or hurt your business - depending on how you handle them. Endless replayability: Experience satisfying gameplay sessions minutes to hours, tailored to your time and mood. Each playthrough is unique, keeping you engaged for hours on end."
2297650,Re:Fresh,0.31860856148072947,0.7028250328513418,"3D Platformer,Exploration,Collectathon,Nature,Wholesome,LGBTQ+,Adventure,Platformer,Cute,Relaxing,Cozy,Linear,Colorful,Indie,Stylized,Character Customization,Controller,Singleplayer,Family Friendly,Robots",,206,8,214,0.9626168224299065,"Lose yourself in the relaxing solarpunk breeze of Re:Fresh, a 3D exploration-platformer collectathon game where you collect materials to help repair your town after a torrential storm! Estimated playtime: 1.5 hours. Explore at your own pace in the open-ended environment and collect solar cells to upgrade your movement options. Solar cells are your main source of energy for jumping and dashing, so make sure to check every nook and cranny to find them all. Socialize with the local townsfolk and get to know your community! There's a loveable yet goofy cast of characters to find, each with unique dialogue and tidbits of information that they love to share."
2595230,SGS Battle For: Shanghai,0.2244365880131985,0.48235215476086246,"Strategy,Turn-Based Strategy,Grand Strategy,Wargame,Turn-Based Tactics,2D,War,Historical,Military,Turn-Based Combat,Story Rich,Singleplayer,Multiplayer",,60,9,69,0.8695652173913043,"Battle For Shanghai and the SGS Battles Series SGS Battle for Shanghai is the fourth game of our SGS Battle Series, covering intense fights and battles in well know (or not) small but fighting-heavy locations ; ‘grand’ tactical’ scale for regiment, battalion, company and even platoon-size units (depending on the games) and game turns which represent a very short real period of time (one or two days, half a day, a few hours…). One of the many particularities of the Battle series compared to other SGS relates to a unit activation system which means that not all units will necessarily be able to move and fight in a turn. This will only be possible for them if they have been activated. And depending on the battles or the episodes during them, the activation limits will be more or less important. Shanghai, one of the most famous and bloody battle of the Second Sino-Japanese war is marking the beginning of a terrible conflict, and is depicted in this game where you can play both sides, Chinese or Japanese ; against another player in PBEM or in hot seat, against AI. SGS Battle for Shanghai covers the period from August 13, 1937, to November 26, 1937, till the final Japanese capture of the city and the heavy destruction brought to the city. At the end of November, when the game ends, the Chinese have lost ground and are even now threatened at their capital of Nanking. But could manage to have them seize the initial enemy positions in Shanghai and hold them before the Japanese reinforcements and counter-offensive (from late August) strikes at you, thus complicating Tokyo’s plans and achieving your own, to draw worldwide attention to the conflict? Or, as the Japanese commander, can you hold your ground in the city and put the assaulting Chinese in an even more precarious situation than the historical one when your counter-offensive comes? Each quarter of city and nearby towns and suburbs will become the stake of a thousand battles. The game will contain a grand campaign scenario covering the battle from August until November, as well as other (intermediate or shorter - see below) scenarios based on different starting days or limited to specific areas (Shanghai city, the Yangze river banks, etc…) of the battle. We plan to also provide the players with interesting options to explore potential what-if situations. The player will also find in the game historical events. Those can be strictly historical or random depending on their nature, and/or depending on the game setting (historical scenario or what if). A more efficient Chinese artillery? A better preparation for the defenders? A stronger implication of the navies on both sides? Or, on the contrary, a scenario where all external events occur at exactly the same time as in History. Most events generate even more immersion, sticking to a historical reality. All are carefully designed, with extensive historical research, to go beyond the game, to bring its playful dimension closer to what could be a highly interactive history book. Operation Iron Fist : The offensive operation launched by the Chinese army in mid-August 1937, aimed at destroying the Japanese troops entrenched near Shanghai. This scenario will be unlocked on the day the game is released (August 13th). Combat around Lo-tien : The combat between the Chinese and Japanese armies around the most crucial strategic point around Shanghai: Luodian, from mid to end of September. This scenario will be unlocked in the game's first major update (tentatively scheduled for September 15th). Shanghai Grand Campaign : the complete campaign game, covering the entire battle from its beginning on August 13th, 1937, till the end of November. This scenario will be unlocked on the day the game is released (August 13th). Scale In this specific game, units are mostly battalion-size on the Japanese side and regimental or brigade size on the Chinese’s (with some exception for particular units at battalion level too). They confront each other in urban zones of the city and paddies areas on the immediate outskirts of the city. Some 'off map boxes' are also integrated to represent more distant areas (where close strategic points such as air bases are located). Each turn is three days. The game consists mainly of ground units and some air and (few) naval units. However, the latter have more of a role of support 'markers' as in traditional board games or wargames than of units with fine and dedicated management. A few river units are also present to represent the Japanese ships that operated on the Huangpu and Yangze, or the the main carrier ships off at sea in Hangzhou bay. All the types of units present in Shanghai in 1937 appear in the game: armored vehicles, infantry, engineers, artillery and even a few surprises (block houses, trenches, terrain elements such as fortified ruins, etc.). Estimated Playtime : from 1h to many hours … with great replayability. Favored Side/hardest to play : depending on the scenario played and in the campaign it can alternate, being harder for one side at one point in the game before becoming easier (and harder for the opposing side)."
3607790,Brick Breaker Maker,0.16432896687247622,0.7416825261821961,"Casual,Pinball,Level Editor,2D Platformer,Arcade,Indie,Quick-Time Events,2D,Cartoon,Cute,Minimalist,Relaxing,Funny,Physics,Singleplayer",,77,0,77,1.0,"Brick Breaker Maker is a rich, element-based Arkanoid game in which you need to flexibly control the baffle to bounce the ball and accurately break the bricks to win. The game provides powerful level editing tools, allowing players to be creative and design levels. Key features The game has 12 chapters, 9 levels each, a total of 108 well-designed levels, each with a unique brick layout and challenges. Includes 20 unique power-ups, covering a wide range of special effects such as buffs and debuffs. 20special bricks, with a wide variety of types, properties and effects. 15types of mechanisms, which can be controlled with the mouse and are highly interactive and fun. 15 creatures (including boss battles), which are either cute or dangerous, providing a diverse combat experience. ✦Rich game content and systems✦ In addition to exciting levels, there are also a thrilling prize machine, an exhaustive illustrated encyclopedia and a colorful skin system. ✦Level editor and creative workshop✦ You can freely use your creativity to design levels and share them in the creative workshop to interact with other players. ✦Global leaderboards✦ Both the built-in and Mod levels offer global leaderboards. Players can improve their ranking by challenging the fastest clearance time record and compete with players from all over the world. This is a fun and challenging Arkanoid experience."
1096760,Dadlympics,0.27798190867351785,0.6016711140615236,"Early Access,Casual,Simulation,Physics,Funny,Puzzle,Multiplayer,Comedy,3D Platformer,3D,Cartoony,Third Person,Sandbox,Wrestling,Family Friendly,Football (American),Boxing,Parkour,Adventure,Action",,33,3,36,0.9166666666666666,"Step into a world of dynamic physics-based entertainment with DADLYMPICS! Unleash laughter as you take on side-splitting dad-worthy challenges alongside friends. Who will emerge as the ultimate dad? Engage in hilarious competitions, conquer quirky tasks, and experience gaming like never before. It's time to showcase your skills and embrace your inner dad in this one-of-a-kind simulator. Are you ready to seize the title of ultimate dad? About Inspired by all the dads around the world, Dadlympics aims to pay a homage to all the dads out there with funny and physics-based gameplay. You challenge your friends to different dad activities such as; Mowing the lawn, Packing the car, Grocery shopping and more.. But be on the lookout, there's trouble-makers for dads out there who only want to scrap.. Features 🔹Online multiplayer with up to 6 people 🔹Character Customization and unlockables 🔹Wacky Physics-based environments &amp; interactions 🔹Varied maps with different challenges and strategies 🔹Realistic Dad-noises"
743850,Polyroll,0.5751360959935292,0.7701478950214864,"Action,Adventure,2D Platformer,Exploration,Side Scroller,Retro,Atmospheric,Nonlinear,Pixel Graphics,2D,Platformer,Controller,Singleplayer,Difficult,Fast-Paced,Cartoony,Colorful,Cute,Cartoon,Puzzle-Platformer",,83,5,88,0.9431818181818182,"Kaiser Kiwi has kidnapped your roly poly friends and taken them to his Frigid Castle and only you can save them! Explore a colorful bug-themed world infused with retro charm and chock full of inventive hazards and enemies. Features 4 to 10 hours of playtime Make your way through 36 expansive levels filled with unique enemies, hidden gems, and challenging bosses in a retro, 2D adventure Use your super shell to spin, bounce, roll, and ricochet across the land on a mission to save your friends from the clutches of the evil Kaiser Kiwi Defeat eleven insane bosses, including a crazed stoplight, haywire appliances, and a giant spider stuck in a computer case."
2848740,OverRider,0.3660469500271597,0.804114803955041,"Transhumanism,Mechs,Female Protagonist,Anime,Rogue-lite,Rogue-like,Spectacle fighter,Combat,Cyberpunk,Capitalism,Dystopian,Beat 'em up,Action Roguelike,Hand-drawn,Indie,Action,Singleplayer,Controller,Third Person,Early Access",,44,7,51,0.8627450980392157,"Welcome to The Chrysalis A cybernetic dreamscape where consciousness drifts freely. Neon chasms, torrents of data, and the blurred boundary between flesh and machine—everything here is rewritten by code, yet filled with dangerously real desires and threats. Follow your guide, Mayoi , as you step deeper into this city where the virtual and the physical intertwine. Uncover its radiance and its shadows, confront its mysteries, and survive its battles. Classic Beat ’em Up Action, Reinvented! Experience the thrill of fluid, old-school brawler combat—every punch hits hard, every combo flows like a storm. With the innovative Command Input system, each skill hides multiple branching moves. Master the inputs, unlock deeper tech, and unleash ultimate arcade satisfaction ! Seize. Switch. Dominate! With the game’s unique Override System , you can steal an enemy’s abilities in the heat of battle and turn them into your own temporary weapons. Each cyborg body comes with its own finely crafted traits and combat style. Every override becomes a brand-new way to break through the fight— the battlefield shifts because you decide what to become. Three Core Systems, Endless Builds! Your playstyle is shaped by three key systems: • Override Cores define your combat identity. • Combat Extensions  drive your combo engine. • Enhancement Chips push your performance beyond its limits. Mix and match freely to create hundreds of unique combat builds —your style, your rules! Grow Stronger in Every Dimension! Power isn’t just about gear. Unique character traits, in-run evolutions, and deep ability upgrades all work together to forge a path where you fight more and grow faster . Every battle leaves you stronger than the last."
1469960,Explosive Candy World,0.4235442101123134,0.7216222074232381,"Physics,Funny,2D Platformer,Family Friendly,Singleplayer,2D,Colorful,Puzzle-Platformer,Precision Platformer,Platformer,Adventure,Cute,Retro,Action,Pixel Graphics,Puzzle,Linear,Comedy,Controller,Indie",,29,1,30,0.9666666666666667,"Forget about running and jumping. In Explosive Candy World you have to EXPLODE your way to the end of the level! It's a physics-based platformer game with a fun and weird movement mechanic. Use your mouse or analog stick to adjust the strength, then release to throw a mighty explosive candy! Throw it at buttons, switches, breakable stuff, or even at yourself! Features Over 80 explosive levels scattered across 4 candy worlds (+ 1 secret world) Cute, colorful pixel art Original retro soundtrack An unusual platformer, for fans of the genre who are tired of samey gameplay The game has absolutely zero text, except for names and numbers. It's non-stop gameplay, with no reading! Some levels can be quite tricky, but keep trying! You respawn very fast and the levels are short and sweet"
573040,School of Talent: SUZU-ROUTE,0.313907375765678,0.5650044138630106,"Adventure,Indie,Visual Novel,Casual,Anime,Music",,98,13,111,0.8828828828828829,"Love. The 'Untalented' one's 'Talent', that surpasses all things. Welcome to Mikage Academy, a famed educational institute that prides itself on being the home school of prime ministers, world-renowned artists, great businessmen, and all sorts of other movers and shakers of society. What's their secret? They accept only students with Talents – special powers that border on magic, granted by the divine, said to only occur in one in every ten thousand people by the time they reach adolescence. I'm in love with this girl, Yuki Suzu, the dorm leader of the elites on campus, the White Lilies. And you know where I am on the pecking order? The very bottom of the Black Roses, a pack of slackers and rejects. And you guessed it – our dorms get along like cats and dogs. CAST Suzu Yuki(CV.Rie Yamaguchi/山口理恵) Haru Kato(CV.Atsumi Tanezaki/種﨑敦美) Mayu Ichinose(CV.Airi Eino/永野愛理) Azami Akechi(CV.Orie Tamaki/織江珠生) Tsukasa Jinguji(CV.Shuma Konoe/近衛秀馬) Otake(CV.Yu Miyazaki/宮崎遊) STAFF Writer Rakko Chikage Illustrator Kouichi “N”kawa Composer Yopiin Movie Creator Shotaro Chida Director Kento Kishigami Scenario Adviser Kazuma Miki Produced by MyDearest"
